https://brickschema.org/schema/BrickShape#;We don't include the non-class Brick shapes.
https://brickschema.org/schema/Brick#DeprecationShape; This is in the wrong namespace, should be with the above.
https://brickschema.org/schema/Brick/ref#;The Brick reference machinery is replaced by a top-level externalIDs map.
https://brickschema.org/schema/Brick#hasPoint;Filtered out in preference of rec:hasPoint
https://brickschema.org/schema/Brick#hasPart;Filtered out in preference of rec:hasPart
https://brickschema.org/schema/Brick#isPartOf;Filtered out in preference of rec:isPartOf
https://brickschema.org/schema/Brick#Energy_Usage_Sensor;http://www.w3.org/2000/01/rdf-schema#subClassOf;https://brickschema.org/schema/Brick#Energy_Sensor;Filtered as this causes DTDL field overloading on lastKnownValue
